5/5:,"""great deal.."""," santosh k., 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""Worst seller. No one contacted and said they have attempted  delivery"""," Anuparna, 8 February 2016",<b>Message from Amazon:</b>
"<span style=""text-decoration:line-through"">1/5</span>","""bad"""," Ajay, 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Was as described"""," GA, 8 February 2016"
"<span style=""text-decoration:line-through"">3/5</span>","""Item good but delivery take more days from ur"""," HASSAN , 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Good Seller. Prompt Delivery. Got product within six days."""," Taresh Relan, 8 February 2016"
1/5:,"""worst Experience  i  had place order for mobile as well as ANT VR Headset for Lenovo K4 Note but get only phone ,when i had placing the order there is no separate option for vr headset and i thought i will get it with phone but no......  worst experience by Amazon Cloudtail   :"""," Rohit, 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""It is not always possible that we would be available at home when the package arrives. You are just intimating the day of delivery irrespective of the time of our availability. It means you require a person to stay at home all the time and wait for your delivery. Better take appointment wrt time also & prefer to delivery your goods when we are comfortable back at home. I still require the package."""," Sandesh , 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Prompt Delivery. Got product within six days."""," Taresh Relan, 8 February 2016"
4/5:,"""Good service"""," sharath kumar, 8 February 2016"
1/5:,"""The packing was not delivery worthy hence parcel return back to concern person"""," Tofik Jagot, 8 February 2016"
5/5:,"""I purchased this shoe for an officer in my department. Booked on Friday and got delivery on Monday. Truly professional in all aspects. Amazon!!! thank you very much and you are highly recommended."""," Srinivasan N., 8 February 2016"
5/5:,"""Prompt Delivery. Got product within six days."""," Taresh Relan, 8 February 2016"
4/5:,"""Seems to be a good option considering the cost and number of facilities available in it especially RAM speed etc."""," Jayan , 8 February 2016"
5/5:,"""its very good service"""," lina p., 8 February 2016"
4/5:,"""good"""," Amazon Customer, 8 February 2016"
5/5:,"""Good Seller. Prompt Delivery. Got product within six days."""," Taresh Relan, 8 February 2016"
5/5:,"""Shopping with Amazon is always great!"""," LT C., 8 February 2016"
4/5:,"""Very good product but highly recomended that sweetness could be reduced by 10%."""," Suresh Khosla, 8 February 2016"
5/5:,"""loved the product and good packaging"""," Tuhina, 8 February 2016"
4/5:,"""Good"""," Selvakumar T, 8 February 2016"
5/5:,"""good product n seller"""," Tuhina, 8 February 2016"
2/5:,"""Hi i received my order in just single poly bag of amazon. there is no box of this item. it shows that i purchase this item from a street. pls replace this order with other one and this time item should be in box."""," SANDEEP SHARMA, 8 February 2016"
5/5:,"""no issues.. good seller"""," Tuhina, 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""I have not received any pendrive yet. I have not received any call from you and now it is showing that it is delivered to me, which it did not. Please take this into your notice and provide me the pen drive or return my money back."""," Nalin , 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Thankyou"""," Anonymous, 8 February 2016"
5/5:,"""Excellent"""," binu j., 8 February 2016"
5/5:,"""Thankyou"""," Anonymous, 8 February 2016"
5/5:,"""Thankyou"""," Anonymous, 8 February 2016"
4/5:,"""on time delivery.. very niec phone to use.. trust amazon for this item.. thank u"""," bhagyashri k., 8 February 2016"
5/5:,"""The item was satisfactory. Hope to do more shopping with amazon"""," David N., 8 February 2016"
5/5:,"""Good product, Immediate delivery"""," Amazon Customer, 8 February 2016"
5/5:,"""Great"""," Amazon Customer, 8 February 2016"
5/5:,"""Very much satisfied"""," Kalaimani, 8 February 2016"
5/5:,"""Very Nice"""," Sarath Chandran S, 8 February 2016"
4/5:,"""nice product..."""," nedunkilli , 8 February 2016"
4/5:,"""its slow process"""," sai k., 8 February 2016"
5/5:,"""Simple controls"""," S Murali Krishnan, 8 February 2016"
5/5:,"""Best memeory card available now"""," S Murali Krishnan, 8 February 2016"
2/5:,"""no feed back yet by courier service"""," Madhu r., 8 February 2016"
5/5:,"""Excellent service. Excellent phone."""," Yusuf Mundhe, 8 February 2016"
1/5:,"""One of the mug in a set is broken."""," Jaiwin B., 8 February 2016"
1/5:,"""1 no proper response for return. 2. no timings 3. no phone no.4.careless answer"""," Amazon Customer, 8 February 2016"
5/5:,"""reachd in time as commited,n d product is original.thank u"""," Abhipsa .., 8 February 2016"
5/5:,"""Very GooD"""," Ramesh , 8 February 2016"
5/5:,"""Product received on time"""," Mandeep , 8 February 2016"
5/5:,"""Excellent product."""," Sanjit Das, 8 February 2016"
5/5:,"""Loved the product. Easy to use."""," bames, 8 February 2016"
3/5:,"""Material quality is poor specially, elastic."""," Sudhir J., 8 February 2016"
4/5:,"""meet the expectation."""," Amazon Customer, 8 February 2016"
4/5:,"""nice one. quality worth buying. but became small for my lo"""," Sri, 8 February 2016"
5/5:,"""Happy with the product. simply superb. Thank u so much"""," A. R., 8 February 2016"
5/5:,"""Delivery received on-time as promised by amazon .."""," Santhosh, 8 February 2016"
4/5:,"""The product is good.But never buy anything online on offer days, as they fool you saying they are selling for lower price than usual.I was shocked to find out that the price was reduced to Rs.6105 one week after i got it for Rs.6769."""," Godshilla, 8 February 2016"
4/5:,"""good"""," santhosh c, 8 February 2016"
4/5:,"""I need this football very soon.... But I hv to chase your team to deliver the same ASAP."""," NEETU SHARMA, 8 February 2016"
5/5:,"""good"""," Shuvo K., 8 February 2016"
5/5:,"""Good"""," Gurulakshana NV, 8 February 2016"
5/5:,"""nice"""," varad chorge, 8 February 2016"
4/5:,"""good one"""," Ajay K., 8 February 2016"
3/5:,"""please give correct measurement of product as the the size numbers and measurement of product does not match"""," sanjiv jala, 8 February 2016"
4/5:,"""Jacket is very good, can be used on both the sides"""," Amazon Customer, 8 February 2016"
5/5:,"""Good Product"""," Gurulakshana NV, 8 February 2016"
5/5:,"""very good"""," HARISH S., 8 February 2016"
5/5:,"""Good"""," Gurulakshana NV, 8 February 2016"
5/5:,"""Good one"""," Gurulakshana NV, 8 February 2016"
5/5:,"""."""," Yogesh Singh Chauhan, 8 February 2016"
5/5:,"""good experience"""," amit , 8 February 2016"
5/5:,"""Good"""," Gurulakshana NV, 8 February 2016"
5/5:,"""Nice product."""," Deboprotim Borah, 8 February 2016"
5/5:,"""Thank u >>Amazon"""," Ranganatha, 8 February 2016"
5/5:,"""If you have order through cloudtail.. you are likely to get delivery within 48 hrs without paying for extra delivery charge... I always prefer to buy from cloudtial. no matter sometime have to pay a little bit more.. but Fresh stock and genuine is assured"""," Ravi, 8 February 2016"
5/5:,"""Thank..Amazon for the MTR product"""," Ranganatha, 8 February 2016"
4/5:,"""compertable"""," Mirza G., 8 February 2016"
5/5:,"""Delievery against order was excellent from placing order till getting delivery at my door step."""," Dayananda.R , 8 February 2016"
5/5:,"""The delivery is to good"""," lalit, 8 February 2016"
4/5:,"""Product was good as expected. Good packing"""," Sushma haregod, 8 February 2016"
5/5:,"""If you have order through cloudtail.. you are likely to get delivery within 48 hrs without paying for extra delivery charge... I always prefer to buy from cloudtial. no matter sometime have to pay a little bit more.. but Fresh stock and genuine is assured"""," Ravi, 8 February 2016"
4/5:,"""delivery is on time"""," Atul T., 8 February 2016"
1/5:,"""I must say,poor service....very poor service...Item not delivered even after contacting the customer service for 3 or 4 times..."""," Amazon Customer, 8 February 2016"
5/5:,"""good job"""," Rajwinder k., 8 February 2016"
5/5:,"""excellent  sevice"""," E.N.Ramachandran, 8 February 2016"
5/5:,"""good work"""," Daksh N., 8 February 2016"
5/5:,"""Excellent product....Very happy with it"""," Raj K., 8 February 2016"
5/5:,"""GOOD"""," Srikanth, 8 February 2016"
5/5:,"""Awesome service....."""," Akash.A, 8 February 2016"
5/5:,"""Prompt."""," Amazon Customer, 8 February 2016"
1/5:,"""The microphone is not working. The courier used DELHIVERY is the WORST courier. I dont want any item to be sent by that courier."""," RAMDAS S R V, 8 February 2016"
1/5:,"""The Shipment is left in the post=office by the courior company.

The seller has done a [pathetic job,,wish i haven`t ordered the euipment from amazon..very very very pathetic service..can`t afford a good courior company"""," Sanjay Dubey, 8 February 2016"
5/5:,"""Very good"""," G V SRINIVAS, 8 February 2016"
5/5:,"""good"""," jayshree, 8 February 2016"
3/5:,"""no commence"""," Tirthankar , 8 February 2016"
4/5:,"""I got a wrong package initially but then amazon handled the replacement ordered well and I got the corrected Item in quick time."""," Hitesh Rajpal, 8 February 2016"
5/5:,"""Happy with the service"""," Dipankar Basu, 8 February 2016"
5/5:,"""good quality"""," sridevi, 8 February 2016"
5/5:,"""Item as described."""," Hitesh Rajpal, 8 February 2016"
5/5:,"""Great"""," virendra v., 8 February 2016"
5/5:,"""i recommended this product"""," paddu , 8 February 2016"
5/5:,"""received it as shown in the picture . good one"""," sridevi, 8 February 2016"
5/5:,"""Good service"""," Shahid, 8 February 2016"
5/5:,"""Item as described."""," Hitesh Rajpal, 8 February 2016"
5/5:,"""Great"""," virendra v., 8 February 2016"
5/5:,"""Worth....quality is good"""," ofiliya magna fernandes, 8 February 2016"
5/5:,"""Good product."""," Gaurav, 8 February 2016"
5/5:,"""good and quick service"""," VINAY DAMA, 8 February 2016"
1/5:,"""Not good"""," Manish R., 8 February 2016"
1/5:,"""The item arrived the destination on 4th Feb and just kept undelivered even after contacting several times to deliver on 5th Feb, finally it was delivered on the day they planned and my request was just ignored. Never expected such a worst service. Never ever order from Amazon when they provide a date range never expect it to be within the range it will be the last date or later. Worst service"""," Sriram Murty, 8 February 2016"
5/5:,"""Good"""," Arun A., 8 February 2016"
1/5:,"""Very bad"""," Manish R., 8 February 2016"
5/5:,"""Go for it."""," Rakesh N., 8 February 2016"
5/5:,"""Excillent servoce. Product qwality is good."""," ritu, 8 February 2016"
1/5:,"""it was one day delivery 
product not working.
i have been calling amazon help line from 2 feb to take my product back. amazon your service  is very bad, this is the 7th day and no body came to take my order return, amazon sleeping staff careless people. never gonna order from your website."""," MOHINI G., 8 February 2016"
4/5:,"""Good product"""," Suraj , 8 February 2016"
5/5:,"""Nice."""," Pushpa , 8 February 2016"
5/5:,"""Super Product. Go for it."""," Rakesh N., 8 February 2016"
4/5:,"""Nice"""," gurucharan , 8 February 2016"
5/5:,"""GOOD   PRODUCT. USEFULL  and DECENT  LOOKING,  GOES WITH ANY DECORE.   HAPPY TO BUY  IT"""," DR. M., 8 February 2016"
5/5:,"""Excellent quality.."""," Abhijeet, 8 February 2016"
5/5:,"""i like it"""," deepak pandey, 8 February 2016"
4/5:,"""But item purchased from Amazon.in is costlier than local market"""," Gautam Chowdhury, 8 February 2016"
5/5:,"""Very good product. My mom loves it."""," Vikram, 8 February 2016"
1/5:,"""I received  Optiim Multivitamin instead of Optim Health- Digestion."""," Laxmesh Hegde, 8 February 2016"
5/5:,"""Very very good product by Amazon"""," saddamhussain , 8 February 2016"
5/5:,"""good"""," venkatasubramanian, 8 February 2016"
5/5:,"""Good"""," Amazon Customer, 8 February 2016"
3/5:,"""Not soo good"""," jaya c., 8 February 2016"
5/5:,"""amazing product and reduces acne"""," REHNA R., 8 February 2016"
4/5:,"""Really *...."""," Imran A., 8 February 2016"
5/5:,"""good service"""," subhankar r., 8 February 2016"
4/5:,"""good mobile at this price .. camera is good..battery is awesome.."""," S d., 8 February 2016"
4/5:,"""good product"""," Amazon Customer, 8 February 2016"
5/5:,"""This is for my mother who is a diabetic.  As per her this is simply excellent with no traces of sugar found in the mix.  Quality is superb.  So, I recommend this product."""," M S SRINIVASAN, 8 February 2016"
4/5:,"""Good Service and good quality"""," Ats, 8 February 2016"
1/5:,"""The invoice states its a BROWN color product, the portal order states its a BROWN color product But then inside the parcel its a GREEN short. Cloudtail is the best retailer for Amazon as per my knowledge then why this goofup with my order that to TWICE....have raised a request for an investigation in this DOUBLE INCORRECT DELIVERY which caused a lot of inconvinence for me"""," Jayesh Uplap, 8 February 2016"
5/5:,"""Good Service and good quality"""," Ats, 8 February 2016"
5/5:,"""Great Service, Happy with amazon,"""," Arunava Mondal, 8 February 2016"
4/5:,"""Nice product used for kid haircut, very good"""," Vandana, 8 February 2016"
5/5:,"""Good Quality Product at really cheap price."""," Varsha Toke Kulkarni, 8 February 2016"
3/5:,"""Hi,

I am again returning this cable not due to any fault but I had originally ordered the 3 meter cable and you are always supplying 3 feet cable! Kindly send me the 3 METER CABLE ONLY. Else send me the refund. 

ps. You have even changed the order description!! hence I don't think I will get the same item again, you better return the money and I will order cable again.

regards, Sourav"""," Sourav Mohanty, 8 February 2016"
5/5:,"""thanks"""," Amazon Customer, 8 February 2016"
5/5:,"""nice delivery"""," khyati, 8 February 2016"
5/5:,"""Hi, can you please gift wrap this item?"""," Bobji, 8 February 2016"
5/5:,"""Prompt Service!"""," Abdullah Ansari, 8 February 2016"
4/5:,"""Mere pass mouse hai"""," lantav, 8 February 2016"
3/5:,"""."""," Shivamurthy Shastri, 8 February 2016"
5/5:,"""Thanks...."""," sujeet k., 8 February 2016"
5/5:,"""GOOD"""," gagan , 8 February 2016"
5/5:,"""Prompt Service!"""," Abdullah Ansari, 8 February 2016"
3/5:,"""."""," Shivamurthy Shastri, 8 February 2016"
5/5:,"""Good"""," Gyanaranjan S., 8 February 2016"
5/5:,"""Nice Product"""," AS, 8 February 2016"
5/5:,"""very good"""," shreyak k., 8 February 2016"
4/5:,"""very good in quality as compare with price"""," shital N., 8 February 2016"
5/5:,"""Super-fast delivery and item as described. Great Seller!!"""," Shalin Shukla, 8 February 2016"
5/5:,"""Very good item.."""," Sesha B., 8 February 2016"
5/5:,"""very good"""," shreyak k., 8 February 2016"
4/5:,"""It is very nice mobile"""," Hareesh K., 8 February 2016"
1/5:,"""the handwash pouch was leaked"""," tarun , 8 February 2016"
5/5:,"""good product."""," vivek sharma, 8 February 2016"
4/5:,"""good quality"""," amresh , 8 February 2016"
3/5:,"""dress doesnt look as rich as it displayed on the site.."""," Amazon Customer, 8 February 2016"
4/5:,"""Perfect nice long lasting, Pure sound quality and perfect fitting happy with the product compare to Philips"""," Vijay D., 8 February 2016"
5/5:,"""Excellent Service"""," TAPABRATA S., 8 February 2016"
5/5:,"""Hi 
Good team work. Best of luck.

Vijay kala"""," Amazon Customer, 8 February 2016"
5/5:,"""Product arrived in time but was not packed properly."""," Priyanshu, 8 February 2016"
2/5:,"""threads were coming out that means stitching issues, doesnt look like an original arrow shirt....will initiate refund asap"""," Amazon Customer, 8 February 2016"
5/5:,"""VERY GOOD SERVICE"""," gauravjangid , 8 February 2016"
3/5:,"""Fair"""," Amazon Customer, 8 February 2016"
1/5:,"""the actual color of the shirt is really very bright. There is vast color difference in description and actual shirt. Even I got replacement from amazon but, that was also of same shade."""," Sameer, 8 February 2016"
4/5:,"""Got what was ordered. On time"""," Rahul Nanavati, 8 February 2016"
5/5:,"""Great"""," Durgesh P., 8 February 2016"
2/5:,"""colour not as shown in image. it is burning on leap"""," heena s., 8 February 2016"
5/5:,"""Excellent"""," VARUN S., 8 February 2016"
3/5:,"""not good"""," mohammed yusuff, 8 February 2016"
3/5:,"""okay"""," mohammed yusuff, 8 February 2016"
5/5:,"""nice offer"""," mohammed yusuff, 8 February 2016"
5/5:,"""Excellent and best service.Try to send the product through India Post only."""," BIJAY NAG, 8 February 2016"
5/5:,"""Great Service"""," Abhinav S., 8 February 2016"
5/5:,"""thanks nice offer"""," mohammed yusuff, 8 February 2016"
4/5:,"""Nice"""," mohammed yusuff, 8 February 2016"
4/5:,"""good."""," Sundararajan, 8 February 2016"
5/5:,"""Satisfied with purchase. Convenient and useful item."""," Evan, 8 February 2016"
5/5:,"""It is good & serves my purpose."""," N.K.Trehan, 8 February 2016"
5/5:,"""Completely satisfied with the product and service"""," Anup K., 8 February 2016"
2/5:,"""Half of the shampoo was out.."""," Rashi, 8 February 2016"
4/5:,"""I like 3M products, & I wold like try this product"""," Hemant Borkar, 8 February 2016"
4/5:,"""price slightly high"""," Satish A., 8 February 2016"
3/5:,"""Total time taken is too much..."""," atul s., 8 February 2016"
5/5:,"""ok"""," Vilas Ramdas Vaidya, 8 February 2016"
5/5:,"""Good.Thank You."""," p.c.vijayakumar, 8 February 2016"
5/5:,"""amazing fast delivery within the expected time.."""," NOUMAL ZAKARIA, 8 February 2016"
4/5:,"""The product was good and arrived on time"""," Rupesh K., 8 February 2016"
5/5:,"""Good seller and great product"""," Karan G., 8 February 2016"
5/5:,"""Service was Excellent"""," durai , 8 February 2016"
5/5:,"""The products were delivered on time."""," Amazon Customer, 8 February 2016"
5/5:,"""fast response"""," suresh k., 8 February 2016"
4/5:,"""Great book at economical price"""," M Gowri Shanker, 8 February 2016"
4/5:,"""No comments"""," VJ M., 8 February 2016"
3/5:,"""They had sent old model twice"""," mitul parikh, 8 February 2016"
4/5:,"""Love the packing.. Faced some minor issues with the device.. Hopefully it will resolve over time."""," Shreyash Taparia, 8 February 2016"
4/5:,"""Its a nice budget Phone, I purchased it ""Deal Price:749.00"". Just after 2-3 days Now its price on Amazon is ""Deal Price :	699.00""

I would suggest if they are dropping the price they should return the access amount to the Buyer as Flipkart is doing."""," Nitin , 8 February 2016"
4/5:,"""Good so far"""," Amazon Customer, 8 February 2016"
4/5:,"""Good and satisfactory"""," DR PRASENJIT DAS, 8 February 2016"
4/5:,"""Very Good"""," Dr D S Yadav, 8 February 2016"
5/5:,"""Super"""," hina , 8 February 2016"
1/5:,"""very bad service"""," piyush kumar, 8 February 2016"
5/5:,"""Great product."""," Rohit R., 8 February 2016"
4/5:,"""A good phone at a reasonable price."""," Robert, 8 February 2016"
5/5:,"""good 
i like it"""," Chavda J., 8 February 2016"
4/5:,"""I am extremely happy about your services and product. Thanks for support. Anil K Jampala, Hyderabad."""," Amazon Customer, 8 February 2016"
4/5:,"""ok"""," Ravi, 8 February 2016"
2/5:,"""I have received different product once again."""," Jaswinder kumar, 8 February 2016"
5/5:,"""good"""," Sanjiv Kulkarni, 8 February 2016"
5/5:,"""All Okay"""," Indra Rawlani, 8 February 2016"
3/5:,"""good"""," Amazon Customer, 8 February 2016"
5/5:,""":)"""," Radheika Patel, 8 February 2016"
5/5:,"""Good product and on time delivery. My only concern is it was left with the apartment security and was not delivered to me in person"""," Jayagandhan S, 8 February 2016"
4/5:,"""Good"""," SRINIVASAN, 8 February 2016"
5/5:,"""tooo *"""," madhuri , 8 February 2016"
5/5:,"""Good as expected."""," Amazon Customer, 8 February 2016"
5/5:,"""Superb delivery within schedule time , very impressed by Amazon"""," NITIN, 8 February 2016"
1/5:,"""Price charged is much more than MRP of the product. You are hereby requested to explain as to why action should not be initiated against you for selling the item above MRP."""," HITESH , 8 February 2016"
3/5:,"""good"""," krishna , 8 February 2016"
5/5:,"""excellent vegetable and fruit chopper cutter"""," roshan Kalyani, 8 February 2016"
2/5:,"""Dispatch through POSTAL dept is not GOOD"""," srinivas , 8 February 2016"
3/5:,"""Not * it's very poor product"""," Amazon Customer, 8 February 2016"
4/5:,"""its good"""," PUSHPA GOVINDARAJAN, 8 February 2016"
"<span style=""text-decoration:line-through"">2/5</span>","""horrible service"""," bidisha roy, 8 February 2016",<b>Message from Amazon:</b>
3/5:,"""good"""," bidisha roy, 8 February 2016"
3/5:,"""Phone battery backup is very poor only 3hrs normal backup i think provide local battery"""," pramod, 8 February 2016"
1/5:,"""Hi,
After return date, the product become defective!!! I don't know why the handle comes out when my kid rides it. It's dangerous to ride it coz of this issue.. It become no use, could you please help me out here?
Thank you

RamaKrishna,M"""," RamaKrishna, 8 February 2016"
5/5:,"""Item as described."""," VP, 8 February 2016"
5/5:,"""* servies"""," Amazon Customer, 8 February 2016"
5/5:,"""Phone better than expected at this price. Vr was blurry until i installed cardboard app and scanned QR code found here - https://www.quora.com/How-are-we-supposed-to-use-the-AntVR-Headset-for-gaming-which-is-bundled-with-Lenovo-K4-Note"""," Kamran Hussain, 8 February 2016"
3/5:,"""These are just for home use, i don t think for home use you need to spend so much. if your thinking for outdoor, it not worth buying..."""," Manoj , 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""Delivery confirmation massage received on 5th-February and products arrived on 7th-February.....
Not good for reputation of amazon....."""," jayesh kariya, 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Excellent"""," Ramalingam Saravanakumar, 8 February 2016"
3/5:,"""Instead of Large size ( L ), I should have ordered for XL.  The size seems to be small !"""," purushotham, 8 February 2016"
4/5:,"""It was good"""," Shreya A., 8 February 2016"
5/5:,"""Product is good in visible. But, i expected much about Audio where as it is as similar or less comparing with its equivalent Competitors of the same range of the cost as well as features."""," Ramalingam Saravanakumar, 8 February 2016"
4/5:,"""Good phone but have heat and camera problem"""," karumuri p., 8 February 2016"
5/5:,"""its a nice S.phone , i gifted it to someone, phone works very smooth, rear camera is soo preety. thankewww :-)"""," Amazon Customer, 8 February 2016"
5/5:,"""good"""," Hemanth , 8 February 2016"
4/5:,"""good phone"""," Rajeev, 8 February 2016"
2/5:,"""the box was tampered and the seal was broken .. not a good service"""," jatin , 8 February 2016"
5/5:,"""Intime delivery"""," Amazon Customer, 8 February 2016"
4/5:,"""satisfactory"""," devender s., 8 February 2016"
4/5:,"""Service was good. Items received in good condition."""," BOBBY T., 8 February 2016"
4/5:,"""Not bad he send the item i seen in the site"""," Thirupathireddy, 8 February 2016"
3/5:,"""Fair"""," S N MOHAN, 8 February 2016"
5/5:,"""good product with best deal combo offer."""," DIPAK RAJPUT, 8 February 2016"
5/5:,"""very good and prompt service."""," rajesh jain, 8 February 2016"
3/5:,"""good"""," Pavan Kumar N, 8 February 2016"
5/5:,"""fast and as detailed"""," SEVVEL, 8 February 2016"
1/5:,"""Seller did not call me and took my product back"""," Ripsy , 8 February 2016"
"<span style=""text-decoration:line-through"">1/5</span>","""It showed that the product was delivered the next day..but its the sixth day and I still haven't received the product"""," pali, 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""a good buy"""," yeshwant devasthali, 8 February 2016"
5/5:,"""Really liked the product."""," Rahul J., 8 February 2016"
5/5:,"""a good buy"""," yeshwant devasthali, 8 February 2016"
5/5:,"""good and genuine product with the latest version i.e. version 4 of the router. highly recommended. go for it."""," nilay shah, 8 February 2016"
4/5:,"""It is a good product. Affordable and good packaging. love the bottle."""," kishori S., 8 February 2016"
4/5:,"""Very good deal"""," Amazon Customer, 8 February 2016"
4/5:,"""Good Service Very Nice Product....
Worth For Money .... !!!"""," Aamir , 8 February 2016"
1/5:,"""The package had seal opened already and was repacked. The box was broken from places and I had nightmare looking at it. 

The seller is making a fool out of customers sending then 2nd hand products. This is not done. We are paying for the items from out hard earned money. I will defiantly be posting the images on social media. ANd as per amazon it should de-list this seller right away."""," Tarunpreet Singh Johar, 8 February 2016"
4/5:,"""Prompt service and product received was as expected"""," satish, 8 February 2016"
1/5:,"""Product Image shows about 20 stick however only 8 were present. We actually get more stick for that price in any local store. I have been buying these for more than a year and this seller is cheating by  giving lesser quantity."""," Arvind, 8 February 2016"
5/5:,"""Very much satisfied with the purchase"""," SARAVANAN S., 8 February 2016"
4/5:,"""Delivery on Time..."""," Deepak Jadhav, 8 February 2016"
5/5:,"""Full marks to amazon for in time delivery. The game itself is immensely wonderful. Gameplay is excellent, graphics are outstanding. A must have."""," Vinayak , 8 February 2016"
4/5:,"""sooo beautiful"""," sreelekha vinod, 8 February 2016"
5/5:,"""Good Product"""," Prashant Humbre, 8 February 2016"
3/5:,"""got ontime.and so useful"""," sreelekha vinod, 8 February 2016"
5/5:,"""Item delivered right on time !"""," Mrinal S., 8 February 2016"
4/5:,"""its good"""," Amazon Customer, 8 February 2016"
5/5:,"""Good product and service."""," Pankaj, 8 February 2016"
4/5:,"""Good"""," Amazon Customer, 8 February 2016"
5/5:,"""Good product and service."""," Pankaj, 8 February 2016"
4/5:,"""Good"""," Amazon Customer, 8 February 2016"
5/5:,"""super .worth price"""," Amazon Customer, 8 February 2016"
4/5:,"""good product."""," roshan Kalyani, 8 February 2016"
1/5:,"""Did not get the product, but it was showing delivered. Dhoka hai yeh, GUNAAH hai yeh"""," Narendra gachchi, 8 February 2016"
5/5:,"""best service"""," shashi k., 8 February 2016"
5/5:,"""excellent"""," Anjali Dixit, 8 February 2016"
3/5:,"""its nice"""," sreelekha vinod, 8 February 2016"
5/5:,"""Good product and service."""," Pankaj, 8 February 2016"
4/5:,"""Good"""," Amazon Customer, 8 February 2016"
5/5:,"""Fast delivery. Nice product"""," suraj, 8 February 2016"
5/5:,"""Good seller"""," Dhirendra Kumar Singh, 8 February 2016"
5/5:,"""all the best"""," Vasudeva Rao, 8 February 2016"
5/5:,"""Good Product @Rs.499"""," RAJESH JAJALA, 8 February 2016"
5/5:,"""Phone is really good at this price considering the specification compared to other phone............
Only problem i see in this phone is it takes more time to get it charged than as compared to other phones........
But i would suggest best phone at this price....Go for it right now......."""," venkatesh , 8 February 2016"
5/5:,"""Super product. This is my second one from Kindle. Love it..."""," Reading glass, 8 February 2016"
5/5:,"""good"""," sandeep b., 8 February 2016"
5/5:,"""good service"""," Jishnu , 8 February 2016"
"<span style=""text-decoration:line-through"">2/5</span>","""delayed delivery. cannot contact Amazon people over phone"""," irshadullakhan s., 8 February 2016",<b>Message from Amazon:</b>
5/5:,"""Good"""," Mridul , 8 February 2016"
5/5:,"""I am satisfied"""," durairaj , 8 February 2016"
4/5:,"""Dear Sir/Madam,

I have received above said parcel, but when I opened it I found that inside box seal was broken. So I have doubt on quality of the product!!

Please suggest action forward!!

Regards,

Anil MALI."""," Anil M., 8 February 2016"
5/5:,"""Reached on time, No damage"""," Kumar , 8 February 2016"
5/5:,"""awesome product"""," Amazon Customer, 8 February 2016"
5/5:,"""on time delivery"""," Amazon Customer, 8 February 2016"
5/5:,"""good"""," Amazon Customer, 8 February 2016"
5/5:,"""Very good"""," Ravi K., 8 February 2016"
5/5:,"""Good Product at cheap rate. i have read comments and many people are saying its duplicate or inferior quality.i am purchasing it from store as well as from other online portal.. i dont find any difference between pamper product provided by amazon and store product.i have purchased from amazon twice earlier also for my twins. its original product and will buy again if i get low rate at amazon.."""," paresh, 8 February 2016"
4/5:,"""Service was good"""," shivesh k., 8 February 2016"
5/5:,"""good"""," Amazon Customer, 8 February 2016"
4/5:,"""Good work"""," Rajendra K., 8 February 2016"
5/5:,"""Good work"""," Rajendra K., 8 February 2016"
5/5:,"""Good work"""," Rajendra K., 8 February 2016"
4/5:,"""V. Good processes.
 Thank you Amazone"""," Amazon Customer, 8 February 2016"
4/5:,"""Thanks for the speedy delivery."""," Ritu S., 8 February 2016"
5/5:,"""Excellent"""," AJAY KUMAR, 8 February 2016"
4/5:,"""Multiple messages were there that it will be cancelled, still it came"""," Nipun, 8 February 2016"
4/5:,"""Good"""," Gopiram, 8 February 2016"
5/5:,"""The seller sent the product as mentioned online. This is definitely better than my earlier experience with a SnapDeal vendor."""," Amazon Customer, 8 February 2016"
5/5:,"""Good and efficient service."""," Dr. A., 8 February 2016"
5/5:,"""service is good but i request for speedy service that the order will get maximum 4 days"""," sanjay m., 8 February 2016"
4/5:,"""good service"""," balakrishna , 8 February 2016"
4/5:,"""Good one"""," Anil sahu, 8 February 2016"
5/5:,"""DELIVERY IS NOT ON TIME AS DESCRIBED"""," Pramod Kumar Jain, 8 February 2016"
5/5:,"""good delivery"""," Gopinath R., 8 February 2016"
5/5:,"""Looking good, Receiving with safe and Cool"""," Gokulakrishnan R., 8 February 2016"
3/5:,"""Screen guard not received. Kindly deliver ASAP."""," kapil datt, 8 February 2016"
3/5:,"""not decent I epected...screen size is small...finger print scanner is very quick"""," Vishnu , 8 February 2016"
4/5:,"""good product delivered on time but delivery charge for one day delvery is high"""," J.LIVINGSTON, 8 February 2016"
5/5:,"""Product arrived before the estimated date of delivery. Product was exactly as shown on the Amazon page. Nice work out there.!"""," Jyotishka Mukherjee, 8 February 2016"
5/5:,"""Fisher price has maintained its quality. Good product at discounted price."""," Amazon Customer, 8 February 2016"
5/5:,"""The product arrived much before than i expected. and the product lives up to the expectation."""," Amit J., 8 February 2016"
